ID,Engaj,Idade,Regiao_int,Tipo_Cliente,Total_gasto,Tempo_relacionamento,Campanha,Status,Sexo_num,Regiao_brk,email
0033447841,7,61,CO02,34,7800,7,1,Ouro,1,Centro-0este,fake_email@corporate.co
0033449003,6,66,CO02,52,6053.35,7,0,Ouro,0,Centro-0este,fake_email@corporate.co
0033450036,14,,L01,05,3000,3,0,Prata,0,Leste,fake_email@corporate.co
0033450591,8,,N02,38,6026.68,7,0,Ouro,1,Norte,fake_email@corporate.co
0033451687,6,38,S02,17,4356.06,6,0,Prata,1,Sul,fake_email@corporate.co
0033455135,5,39,S01,51,0.01,5,1,Bronze,1,Sul,fake_email@corporate.co
0033460449,6,62,CO02,53,2500,3,0,Prata,1,Centro-0este,fake_email@corporate.co
0033461127,14,43,S02,53,0.01,5,0,Bronze,99,Sul,fake_email@corporate.co
0033463308,14,68,L01,28,67000,2,0,Platino,1,Leste,fake_email@corporate.co
0033465459,9,34,N02,25,11500,7,0,Ouro,1,Norte,fake_email@corporate.co
0033466544,10,71,L02,51,4000,6,0,Prata,1,Leste,fake_email@corporate.co
0033466889,6,63,CO01,49,6000,1,0,Ouro,0,Centro-0este,fake_email@corporate.co
0033467010,8,,N03,32,420,5,1,Prata,0,Norte,fake_email@corporate.co
0033467109,6,52,L01,12,6026.67,8,1,Ouro,1,Leste,fake_email@corporate.co
0033467974,8,55,CO02,53,6000,2,0,Ouro,0,Centro-0este,fake_email@corporate.co
0033468814,11,62,N03,53,0.01,5,0,Bronze,1,Norte,fake_email@corporate.co
0033469322,9,49,S01,23,0.01,8,1,Bronze,0,Sul,fake_email@corporate.co
0033469420,7,,CO03,,12000,8,0,Ouro,1,Centro-0este,fake_email@corporate.co
0033470495,7,59,N02,,12000,6,0,Ouro,1,Norte,fake_email@corporate.co
0033471220,10,40,CO02,08,0.01,7,0,Bronze,1,Centro-0este,fake_email@corporate.co
0033471238,9,52,S02,03,6000,2,0,Ouro,1,Sul,fake_email@corporate.co
0033471815,4,72,CO03,,5000,6,0,Prata,1,Centro-0este,fake_email@corporate.co
0033471882,9,,CO02,17,180,13,0,Prata,1,Centro-0este,fake_email@corporate.co
0033473567,,58,L01,09,3000,8,0,Prata,1,Leste,fake_email@corporate.co
0033477376,7,38,L01,20,6000,9,0,Ouro,1,Leste,fake_email@corporate.co
0033477791,9,68,CO04,13,20668.99,1,0,Platino,1,Centro-0este,fake_email@corporate.co
0033478739,,36,L02,41,650.01,6,1,Prata,1,Leste,fake_email@corporate.co
0033480636,11,47,L01,21,7884.25,9,1,Ouro,1,Leste,fake_email@corporate.co
0033480784,,,CO02,50,0.01,9,1,Bronze,1,Centro-0este,fake_email@corporate.co
0033481624,5,46,L01,46,420,5,0,Prata,0,Leste,fake_email@corporate.co
0033483015,14,70,O,06,5000,17,1,Prata,0,0este,fake_email@corporate.co
0033484674,8,67,L01,27,12000,2,0,Ouro,99,Leste,fake_email@corporate.co
0033492154,5,43,L01,48,0.01,5,1,Bronze,1,Leste,fake_email@corporate.co
0033493428,7,62,,32,6000,2,0,Ouro,1,,fake_email@corporate.co
0033500092,6,63,L01,34,6000,10,0,Ouro,0,Leste,fake_email@corporate.co
0033502796,8,61,CO02,53,3000,1,1,Prata,1,Centro-0este,fake_email@corporate.co
0033503156,11,35,CO01,,6200,,1,Ouro,1,Centro-0este,fake_email@corporate.co
0033503296,6,45,L01,04,3500,11,0,Prata,1,Leste,fake_email@corporate.co
0033509693,4,65,S03,35,10989.57,21,0,Ouro,1,Sul,fake_email@corporate.co
0033511612,9,71,N03,16,2000,1,0,Prata,99,Norte,fake_email@corporate.co
0033512511,8,77,L02,38,12000,8,1,Ouro,1,Leste,fake_email@corporate.co
0033514018,8,71,CO02,16,3600,4,1,Prata,1,Centro-0este,fake_email@corporate.co
0033514808,8,38,CO01,47,0.01,8,0,Bronze,0,Centro-0este,fake_email@corporate.co
0033515235,8,36,L01,19,0.01,5,0,Bronze,1,Leste,fake_email@corporate.co
0033517408,4,25,L01,04,1200,5,0,Prata,1,Leste,fake_email@corporate.co
0033517580,10,48,CO01,52,0.01,7,0,Bronze,1,Centro-0este,fake_email@corporate.co
0033518030,9,70,N02,23,6000,19,0,Ouro,1,Norte,fake_email@corporate.co
0033519990,7,74,CO01,24,2367.1,5,0,Prata,1,Centro-0este,fake_email@corporate.co
0033520301,11,78,L01,04,6053.35,6,1,Ouro,1,Leste,fake_email@corporate.co
0033520581,4,49,L01,25,0.01,9,0,Bronze,1,Leste,fake_email@corporate.co
0033521243,4,39,N02,52,2000,2,1,Prata,0,Norte,fake_email@corporate.co
0033521545,9,28,L01,48,0.01,7,0,Bronze,1,Leste,fake_email@corporate.co
0033521871,7,53,L01,01,0.01,8,0,Bronze,1,Leste,fake_email@corporate.co
0033522142,10,68,CO04,23,5000,5,0,Prata,1,Centro-0este,fake_email@corporate.co
0033525168,9,,L01,04,970,6,0,Prata,1,Leste,fake_email@corporate.co
0033525567,4,65,CO01,51,6000,2,0,Ouro,1,Centro-0este,fake_email@corporate.co
0033525788,7,57,L01,14,6000,2,1,Ouro,1,Leste,fake_email@corporate.co
0033526270,9,37,L02,27,0.01,8,1,Bronze,1,Leste,fake_email@corporate.co
0033527225,12,52,S02,10,300.01,23,1,Prata,1,Sul,fake_email@corporate.co
0033528515,9,73,N01,10,8000,3,0,Ouro,1,Norte,fake_email@corporate.co
0033529325,13,50,L01,48,3500,12,0,Prata,1,Leste,fake_email@corporate.co
0033530765,10,71,S02,09,6000,6,0,Ouro,1,Sul,fake_email@corporate.co
0033530897,11,58,L02,38,0.01,5,0,Bronze,1,Leste,fake_email@corporate.co
0033535368,12,43,L02,25,0.01,10,1,Bronze,0,Leste,fake_email@corporate.co
0033535848,6,59,CO02,45,2000,1,0,Prata,0,Centro-0este,fake_email@corporate.co
0033537034,8,61,N03,32,6000,2,1,Ouro,1,Norte,fake_email@corporate.co
0033539380,6,47,L01,10,0.01,5,1,Bronze,0,Leste,fake_email@corporate.co
0033539916,5,52,L02,12,0.11,5,0,Prata,1,Leste,fake_email@corporate.co
0033542224,9,47,CO03,,0.01,10,0,Bronze,1,Centro-0este,fake_email@corporate.co
0033544383,9,37,L01,26,0.01,8,1,Bronze,1,Leste,fake_email@corporate.co
0033548737,7,56,N02,51,0.01,4,0,Bronze,1,Norte,fake_email@corporate.co
0033551371,14,42,N02,53,0.01,5,0,Bronze,0,Norte,fake_email@corporate.co
0033552432,9,60,L01,31,12000,5,0,Ouro,1,Leste,fake_email@corporate.co
0033552815,4,43,CO02,16,0.02,8,0,Prata,1,Centro-0este,fake_email@corporate.co
0033553811,9,,N01,31,3000,8,0,Prata,1,Norte,fake_email@corporate.co
0033555695,11,44,L02,28,7500,4,1,Ouro,1,Leste,fake_email@corporate.co
0033556080,9,44,CO02,33,0.01,8,0,Bronze,1,Centro-0este,fake_email@corporate.co
0033557329,5,,CO04,12,0.01,10,0,Bronze,1,Centro-0este,fake_email@corporate.co
0033558392,11,,L02,28,0.01,9,1,Bronze,1,Leste,fake_email@corporate.co
0033560133,6,71,L02,32,4000.01,11,0,Prata,1,Leste,fake_email@corporate.co
0033562420,10,67,O,44,15553.35,7,1,Ouro,1,0este,fake_email@corporate.co
0033563043,,27,L01,38,480,9,1,Prata,1,Leste,fake_email@corporate.co
0033565399,15,,L02,51,0.01,9,1,Bronze,1,Leste,fake_email@corporate.co
0033565771,11,39,CO01,54,1000,5,0,Prata,1,Centro-0este,fake_email@corporate.co
0033566212,10,27,N02,38,0.01,4,1,Bronze,0,Norte,fake_email@corporate.co
0033566352,,53,L01,29,4000,5,0,Prata,1,Leste,fake_email@corporate.co
0033567723,8,53,L01,51,0.01,7,0,Bronze,0,Leste,fake_email@corporate.co
0033569122,9,73,N03,49,15000,4,0,Ouro,0,Norte,fake_email@corporate.co
0033569327,8,61,N02,35,3000,7,0,Prata,0,Norte,fake_email@corporate.co
0033570643,6,46,CO01,02,3000,8,0,Prata,0,Centro-0este,fake_email@corporate.co
0033572190,10,61,L01,20,9000,0,0,Ouro,1,Leste,fake_email@corporate.co
0033573707,9,,L01,42,0.01,4,1,Bronze,1,Leste,fake_email@corporate.co
0033574959,6,36,L01,28,300,9,1,Prata,1,Leste,fake_email@corporate.co
0033575874,10,55,N01,10,7000,8,0,Ouro,0,Norte,fake_email@corporate.co
0033576838,6,63,CO02,45,4080,8,0,Prata,1,Centro-0este,fake_email@corporate.co
0033577141,6,35,CO04,51,6000,1,0,Ouro,1,Centro-0este,fake_email@corporate.co
0033577273,7,73,CO04,,12000,8,0,Ouro,1,Centro-0este,fake_email@corporate.co
0033580630,6,55,L01,37,24000,2,0,Platino,0,Leste,fake_email@corporate.co
0033582269,9,65,L01,21,50,11,0,Prata,1,Leste,fake_email@corporate.co
0033583486,13,28,L01,52,425,4,0,Prata,1,Leste,fake_email@corporate.co
0033585195,7,37,O,27,0.01,5,0,Bronze,1,0este,fake_email@corporate.co
0033586086,7,36,L01,31,0.01,4,0,Bronze,1,Leste,fake_email@corporate.co
0033588224,9,37,CO02,32,6000,2,0,Ouro,99,Centro-0este,fake_email@corporate.co
0033588372,4,70,L02,19,21000,8,0,Platino,1,Leste,fake_email@corporate.co
0033589310,7,74,L01,25,10100,11,0,Ouro,0,Leste,fake_email@corporate.co
0033590270,7,59,CO04,24,0.01,7,0,Bronze,1,Centro-0este,fake_email@corporate.co
0033590768,11,60,CO02,37,470,8,0,Prata,99,Centro-0este,fake_email@corporate.co
0033590970,11,50,L02,23,7500,3,1,Ouro,1,Leste,fake_email@corporate.co
0033594453,11,70,L01,37,50,10,0,Prata,0,Leste,fake_email@corporate.co
0033595131,7,44,CO01,27,6500,8,0,Ouro,1,Centro-0este,fake_email@corporate.co
0033595573,10,52,CO02,53,3800,13,0,Prata,1,Centro-0este,fake_email@corporate.co
0033595883,5,,N02,28,0.01,4,1,Bronze,0,Norte,fake_email@corporate.co
0033598025,9,49,L01,25,0.01,5,0,Bronze,1,Leste,fake_email@corporate.co
0033599927,3,,,32,2000,1,1,Prata,1,,fake_email@corporate.co
0033600399,,69,CO02,08,6000,36,0,Ouro,1,Centro-0este,fake_email@corporate.co
0033601506,7,64,N01,52,6000,1,0,Ouro,0,Norte,fake_email@corporate.co
0033602774,5,68,O,15,5000,1,0,Prata,99,0este,fake_email@corporate.co
0033603207,11,28,O,22,0.01,5,1,Bronze,1,0este,fake_email@corporate.co
0033603797,9,49,L02,05,0.01,9,0,Bronze,1,Leste,fake_email@corporate.co
0033604289,3,53,N02,25,0.01,8,0,Bronze,99,Norte,fake_email@corporate.co
0033604319,6,47,CO04,,0.01,10,1,Bronze,1,Centro-0este,fake_email@corporate.co
0033608810,10,57,L02,14,0.01,5,0,Bronze,1,Leste,fake_email@corporate.co
0033609493,8,41,CO01,32,0.01,8,0,Bronze,0,Centro-0este,fake_email@corporate.co
0033609809,17,52,CO01,24,1000,1,0,Prata,0,Centro-0este,fake_email@corporate.co
0033611056,8,59,L02,22,5000,5,0,Prata,1,Leste,fake_email@corporate.co
0033611226,4,60,N03,41,6000,2,0,Ouro,1,Norte,fake_email@corporate.co
0033613920,1,53,CO01,49,170,3,0,Prata,0,Centro-0este,fake_email@corporate.co
0033616333,5,60,N02,04,20000,4,0,Ouro,1,Norte,fake_email@corporate.co
0033617739,10,76,,28,0.01,9,1,Bronze,1,,fake_email@corporate.co
0033618727,6,,N02,19,17195.33,9,0,Ouro,1,Norte,fake_email@corporate.co
0033624220,2,65,CO02,51,12373.12,8,0,Ouro,99,Centro-0este,fake_email@corporate.co
0033624387,4,50,N02,31,3500,1,0,Prata,1,Norte,fake_email@corporate.co
0033624930,7,52,CO04,19,0.01,7,0,Bronze,0,Centro-0este,fake_email@corporate.co
0033626479,,66,L01,37,3203.98,10,0,Prata,1,Leste,fake_email@corporate.co
0033629222,6,30,CO02,45,0.01,5,1,Bronze,1,Centro-0este,fake_email@corporate.co
0033631952,9,52,,05,6000,1,1,Ouro,1,,fake_email@corporate.co
0033633009,7,52,O,06,0.01,8,0,Bronze,1,0este,fake_email@corporate.co
0033633726,10,53,CO04,53,1800,1,1,Prata,0,Centro-0este,fake_email@corporate.co
0033634129,9,30,L02,28,0.01,7,1,Bronze,0,Leste,fake_email@corporate.co
0033634862,,64,CO01,08,1500,10,0,Prata,1,Centro-0este,fake_email@corporate.co
0033635605,,45,L01,14,0.01,5,0,Bronze,1,Leste,fake_email@corporate.co
0033635877,5,44,CO01,08,1500,6,0,Prata,0,Centro-0este,fake_email@corporate.co
0033636539,,79,L02,24,50.01,9,0,Prata,1,Leste,fake_email@corporate.co
0033638299,2,49,CO02,19,4370,1,0,Prata,0,Centro-0este,fake_email@corporate.co
0033638493,12,29,L01,09,0.01,5,0,Bronze,99,Leste,fake_email@corporate.co
0033638981,6,,CO02,53,6000,2,0,Ouro,0,Centro-0este,fake_email@corporate.co
0033641680,3,29,CO04,23,0.01,5,0,Bronze,1,Centro-0este,fake_email@corporate.co
0033641974,7,46,CO04,11,6053.35,5,1,Ouro,1,Centro-0este,fake_email@corporate.co
0033643241,15,58,L01,09,0.01,6,1,Bronze,1,Leste,fake_email@corporate.co
0033643446,15,38,CO02,37,19.39,10,1,Prata,1,Centro-0este,fake_email@corporate.co
0033644663,8,46,L01,27,0.01,5,0,Bronze,1,Leste,fake_email@corporate.co
0033645724,9,74,L01,24,25884.25,8,0,Platino,1,Leste,fake_email@corporate.co
0033646755,5,60,N03,10,15000,4,0,Ouro,1,Norte,fake_email@corporate.co
0033647468,5,76,L02,18,1500,11,0,Prata,0,Leste,fake_email@corporate.co
0033647760,6,45,L02,27,0.01,5,0,Bronze,1,Leste,fake_email@corporate.co
0033648294,7,33,L01,53,0.01,4,0,Bronze,1,Leste,fake_email@corporate.co
0033649614,,46,L01,28,6000,2,0,Ouro,0,Leste,fake_email@corporate.co
0033650779,7,39,CO02,19,720,1,0,Prata,1,Centro-0este,fake_email@corporate.co
0033652500,13,36,CO01,54,3500,1,1,Prata,1,Centro-0este,fake_email@corporate.co
0033654049,9,27,O,,600,4,1,Prata,1,0este,fake_email@corporate.co
0033657242,8,60,O,,0.01,5,0,Bronze,0,0este,fake_email@corporate.co
0033658257,5,66,L01,04,5000,9,0,Prata,1,Leste,fake_email@corporate.co
0033660197,6,76,CO01,35,9200,6,0,Ouro,99,Centro-0este,fake_email@corporate.co
0033660243,5,34,L01,38,0.02,5,0,Prata,99,Leste,fake_email@corporate.co
0033660774,9,,N02,28,5250.4,4,1,Ouro,1,Norte,fake_email@corporate.co
0033662920,12,41,L01,34,0.01,5,1,Bronze,1,Leste,fake_email@corporate.co
0033664214,,46,L02,28,0.01,9,0,Bronze,1,Leste,fake_email@corporate.co
0033666020,3,54,L01,53,4000,1,0,Prata,1,Leste,fake_email@corporate.co
0033668112,9,61,L01,38,12000,8,1,Ouro,1,Leste,fake_email@corporate.co
0033669380,,38,L01,27,0.01,8,0,Bronze,1,Leste,fake_email@corporate.co
0033670028,14,77,CO02,23,8000,4,0,Ouro,99,Centro-0este,fake_email@corporate.co
0033670281,7,34,L01,52,0.01,5,1,Bronze,1,Leste,fake_email@corporate.co
0033671520,6,33,CO01,37,0.01,4,0,Bronze,1,Centro-0este,fake_email@corporate.co
0033674660,9,55,L01,12,1150,8,1,Prata,1,Leste,fake_email@corporate.co
0033675399,15,64,CO02,02,4000.01,8,0,Prata,0,Centro-0este,fake_email@corporate.co
0033678029,7,59,CO04,52,6000,1,1,Ouro,1,Centro-0este,fake_email@corporate.co
0033679068,12,49,S01,14,2000,1,0,Prata,1,Sul,fake_email@corporate.co
0033679181,7,75,CO02,05,6000,1,0,Ouro,1,Centro-0este,fake_email@corporate.co
0033679270,7,61,CO02,16,6000,2,0,Ouro,1,Centro-0este,fake_email@corporate.co
0033679351,9,57,CO01,23,25,2,0,Prata,1,Centro-0este,fake_email@corporate.co
0033680546,4,51,CO02,32,0.01,7,0,Bronze,99,Centro-0este,fake_email@corporate.co
0033681097,10,30,L01,09,66202.36,7,1,Platino,1,Leste,fake_email@corporate.co
0033681178,3,57,S01,52,0.01,5,0,Bronze,1,Sul,fake_email@corporate.co
0033682220,9,,L01,22,5000,5,0,Prata,0,Leste,fake_email@corporate.co
0033685777,9,33,CO04,51,0.01,5,0,Bronze,0,Centro-0este,fake_email@corporate.co
0033687079,7,35,L01,22,6053.36,7,1,Ouro,0,Leste,fake_email@corporate.co
0033688016,11,53,N02,17,800,9,0,Prata,0,Norte,fake_email@corporate.co
0033689993,4,68,L02,24,5000,2,0,Prata,1,Leste,fake_email@corporate.co
0033694199,5,74,S02,41,7105.32,8,0,Ouro,1,Sul,fake_email@corporate.co
0033694741,10,51,L02,30,0.01,5,0,Bronze,0,Leste,fake_email@corporate.co
0033695586,5,72,CO04,46,18000,3,1,Ouro,1,Centro-0este,fake_email@corporate.co
0033695810,7,58,L01,12,16000,3,0,Ouro,1,Leste,fake_email@corporate.co
0033696493,9,59,L01,10,0.01,8,0,Bronze,99,Leste,fake_email@corporate.co
0033697236,3,71,N01,12,6000,2,0,Ouro,0,Norte,fake_email@corporate.co
0033697406,5,42,S02,17,13298.93,9,0,Ouro,1,Sul,fake_email@corporate.co
0033698356,6,61,N03,28,12000,8,0,Ouro,1,Norte,fake_email@corporate.co
0033699360,6,74,N03,37,6143.47,2,0,Ouro,1,Norte,fake_email@corporate.co
0033699700,7,45,N03,10,0.01,6,0,Bronze,99,Norte,fake_email@corporate.co
0033700237,7,63,L01,29,5936.04,5,0,Ouro,1,Leste,fake_email@corporate.co
0033704240,9,57,L01,27,3000,6,0,Prata,1,Leste,fake_email@corporate.co
0033707177,14,70,L02,25,4438.16,5,0,Prata,1,Leste,fake_email@corporate.co
0033709170,27,38,N02,51,0.01,4,1,Bronze,1,Norte,fake_email@corporate.co
0033709331,14,67,L01,44,0.01,9,1,Bronze,0,Leste,fake_email@corporate.co
0033709951,2,44,CO02,34,600,10,0,Prata,1,Centro-0este,fake_email@corporate.co
0033710100,12,52,O,52,6000,3,1,Ouro,1,0este,fake_email@corporate.co
0033710712,17,54,S03,23,0.01,4,0,Bronze,0,Sul,fake_email@corporate.co
0033711689,13,47,L01,22,30,5,1,Prata,1,Leste,fake_email@corporate.co
0033712839,7,,N03,49,0.01,4,0,Bronze,1,Norte,fake_email@corporate.co
0033713550,7,66,L02,28,0.01,10,0,Bronze,0,Leste,fake_email@corporate.co
0033713770,9,75,L01,19,21107.64,12,0,Platino,1,Leste,fake_email@corporate.co
0033714637,7,54,L01,40,2476.91,11,0,Prata,1,Leste,fake_email@corporate.co
0033717288,5,68,L01,32,17053.34,6,0,Ouro,0,Leste,fake_email@corporate.co
0033721757,12,59,CO04,18,7500,3,0,Ouro,0,Centro-0este,fake_email@corporate.co
0033725620,9,37,,14,6000,1,0,Ouro,1,,fake_email@corporate.co
0033726236,13,59,L02,37,9000,2,0,Ouro,0,Leste,fake_email@corporate.co
0033727909,5,74,CO04,28,3500,8,0,Prata,1,Centro-0este,fake_email@corporate.co
0033728255,7,70,N01,12,1000,5,0,Prata,0,Norte,fake_email@corporate.co
0033728824,9,49,CO04,34,20000,4,0,Ouro,1,Centro-0este,fake_email@corporate.co
0033730055,14,27,N03,37,1200,1,0,Prata,1,Norte,fake_email@corporate.co
0033732643,6,59,N02,27,12000,2,0,Ouro,1,Norte,fake_email@corporate.co
0033732686,6,46,L02,28,3000,12,0,Prata,1,Leste,fake_email@corporate.co
0033734018,11,42,N02,20,0.01,4,0,Bronze,1,Norte,fake_email@corporate.co
0033734301,8,56,,32,1600,5,0,Prata,0,,fake_email@corporate.co
0033735022,14,52,S03,23,1440,5,1,Prata,0,Sul,fake_email@corporate.co
0033735766,9,71,CO04,42,6000,3,0,Ouro,1,Centro-0este,fake_email@corporate.co
0033736088,19,37,L01,27,0.01,6,1,Bronze,1,Leste,fake_email@corporate.co
0033736274,15,48,L01,44,300,9,1,Prata,1,Leste,fake_email@corporate.co
0033736860,9,72,N01,35,8000,5,0,Ouro,1,Norte,fake_email@corporate.co
0033737173,13,44,L01,12,6988.4,1,1,Ouro,1,Leste,fake_email@corporate.co
0033737246,9,53,N03,23,0.01,5,0,Bronze,0,Norte,fake_email@corporate.co
0033738510,8,48,CO02,25,4000,11,0,Prata,0,Centro-0este,fake_email@corporate.co
0033739168,11,54,CO04,37,6000,5,0,Ouro,0,Centro-0este,fake_email@corporate.co
0033739249,8,33,L01,12,0.01,8,1,Bronze,1,Leste,fake_email@corporate.co
0033739788,5,53,O,51,1000,10,0,Prata,1,0este,fake_email@corporate.co
0033742827,,60,N02,14,50.01,8,1,Prata,0,Norte,fake_email@corporate.co
0033743254,5,64,L02,30,6000,6,0,Ouro,1,Leste,fake_email@corporate.co
0033743440,14,41,CO04,35,1000,5,1,Prata,1,Centro-0este,fake_email@corporate.co
0033745176,14,40,,34,3000,4,1,Prata,1,,fake_email@corporate.co
0033748221,9,59,CO02,33,7438.32,11,0,Ouro,1,Centro-0este,fake_email@corporate.co
0033750048,9,46,S01,25,0.01,4,0,Bronze,99,Sul,fake_email@corporate.co
0033751400,7,39,L02,49,9000,8,0,Ouro,1,Leste,fake_email@corporate.co
0033751540,15,62,S01,52,4750,5,1,Prata,1,Sul,fake_email@corporate.co
0033751770,9,65,CO02,08,10000,1,0,Ouro,1,Centro-0este,fake_email@corporate.co
0033752024,7,,O,06,4000,10,1,Prata,1,0este,fake_email@corporate.co
0033752679,9,66,L01,21,6000,5,0,Ouro,0,Leste,fake_email@corporate.co
0033753543,17,65,L02,35,6466.9,14,0,Ouro,0,Leste,fake_email@corporate.co
0033754140,5,51,L01,10,5000,1,1,Prata,1,Leste,fake_email@corporate.co
0033754752,8,46,L01,27,6000.02,8,0,Ouro,1,Leste,fake_email@corporate.co
0033755082,6,49,CO02,12,12053.35,7,0,Ouro,0,Centro-0este,fake_email@corporate.co
0033755139,6,37,,09,2400,1,0,Prata,1,,fake_email@corporate.co
0033755880,12,71,S02,42,5000,3,0,Prata,0,Sul,fake_email@corporate.co
0033756291,5,52,CO02,35,0.01,14,0,Bronze,1,Centro-0este,fake_email@corporate.co
0033757050,15,29,L01,41,0.01,5,1,Bronze,0,Leste,fake_email@corporate.co
0033757352,2,59,N02,35,2531.53,12,0,Prata,1,Norte,fake_email@corporate.co
0033759100,7,47,L02,34,0.01,8,1,Bronze,1,Leste,fake_email@corporate.co
0033759134,7,44,N03,19,0.01,7,0,Bronze,0,Norte,fake_email@corporate.co
0033759410,11,62,S01,35,33071.08,12,0,Platino,1,Sul,fake_email@corporate.co
0033760035,8,56,L01,27,1500,11,1,Prata,1,Leste,fake_email@corporate.co
0033761252,,33,CO01,38,0.01,5,0,Bronze,1,Centro-0este,fake_email@corporate.co
0033762747,5,61,N02,10,3700,1,0,Prata,0,Norte,fake_email@corporate.co
0033763115,4,48,L02,25,0.01,11,0,Bronze,1,Leste,fake_email@corporate.co
0033763816,5,49,CO02,19,6000,1,0,Ouro,1,Centro-0este,fake_email@corporate.co
0033764251,9,62,N02,04,0.01,5,0,Bronze,0,Norte,fake_email@corporate.co
0033765711,11,67,L01,04,6107.64,7,1,Ouro,1,Leste,fake_email@corporate.co
0033766238,13,34,S01,49,0.01,5,1,Bronze,1,Sul,fake_email@corporate.co
0033767420,11,29,CO04,52,4000,6,0,Prata,99,Centro-0este,fake_email@corporate.co
0033767870,17,39,,32,2000,4,1,Prata,1,,fake_email@corporate.co
0033768966,11,36,L02,53,0.01,4,0,Bronze,1,Leste,fake_email@corporate.co
0033769970,4,50,N02,34,0.01,5,0,Bronze,1,Norte,fake_email@corporate.co
0033770928,9,64,L01,35,7000,5,0,Ouro,0,Leste,fake_email@corporate.co
0033771037,4,67,L01,04,16506.7,7,0,Ouro,1,Leste,fake_email@corporate.co
0033771185,8,56,L01,09,0.01,9,1,Bronze,1,Leste,fake_email@corporate.co
0033772440,,58,L02,49,3000,4,0,Prata,99,Leste,fake_email@corporate.co
0033772904,7,62,S02,17,0.01,5,0,Bronze,1,Sul,fake_email@corporate.co
0033773897,6,47,CO01,04,0.01,8,0,Bronze,1,Centro-0este,fake_email@corporate.co
0033776039,7,70,L01,07,3000,8,0,Prata,1,Leste,fake_email@corporate.co
0033776659,12,32,L02,38,0.01,7,1,Bronze,0,Leste,fake_email@corporate.co
0033780141,8,49,N03,53,6000,2,0,Ouro,1,Norte,fake_email@corporate.co
0033780737,10,34,,39,1000,1,1,Prata,0,,fake_email@corporate.co
0033781130,10,40,CO04,27,0.01,5,0,Bronze,0,Centro-0este,fake_email@corporate.co
0033782942,7,47,L01,09,1000,1,0,Prata,1,Leste,fake_email@corporate.co
0033784503,12,56,N03,53,20260.39,3,0,Platino,1,Norte,fake_email@corporate.co
0033785585,5,71,CO04,16,3500,18,0,Prata,1,Centro-0este,fake_email@corporate.co
0033786883,9,46,N03,35,0.01,7,1,Bronze,1,Norte,fake_email@corporate.co
0033787006,,42,N02,38,420,13,1,Prata,1,Norte,fake_email@corporate.co
0033787235,8,53,CO02,37,22000,12,0,Platino,1,Centro-0este,fake_email@corporate.co
0033788355,6,52,N02,52,4000,7,0,Prata,1,Norte,fake_email@corporate.co
0033789661,4,54,L02,27,0.01,5,0,Bronze,99,Leste,fake_email@corporate.co
0033790040,6,38,L01,08,0.01,4,0,Bronze,1,Leste,fake_email@corporate.co
0033790341,8,71,L01,14,5000,0,0,Prata,1,Leste,fake_email@corporate.co
0033791160,6,33,CO04,10,0.01,4,0,Bronze,0,Centro-0este,fake_email@corporate.co
0033791933,11,58,N03,32,6000,2,0,Ouro,1,Norte,fake_email@corporate.co
0033795076,7,55,L01,14,0.01,11,0,Bronze,1,Leste,fake_email@corporate.co
0033797494,,36,S02,38,0.01,7,1,Bronze,1,Sul,fake_email@corporate.co
0033798822,4,75,N02,27,15000,5,0,Ouro,0,Norte,fake_email@corporate.co
0033801556,10,52,N01,12,8000.01,8,1,Ouro,1,Norte,fake_email@corporate.co
0033801610,3,58,N03,28,0.01,7,0,Bronze,1,Norte,fake_email@corporate.co
0033802676,5,57,CO02,32,20391.15,3,0,Platino,1,Centro-0este,fake_email@corporate.co
0033803087,14,56,N01,12,6000,6,1,Ouro,1,Norte,fake_email@corporate.co
0033803648,5,52,N02,08,0.01,5,0,Bronze,1,Norte,fake_email@corporate.co
0033804202,,77,L01,05,31082.71,5,0,Platino,0,Leste,fake_email@corporate.co
0033805918,8,33,L01,,0.01,5,1,Bronze,1,Leste,fake_email@corporate.co
0033807341,,61,N02,37,3000,5,0,Prata,0,Norte,fake_email@corporate.co
0033809581,11,51,O,30,5000,1,0,Prata,0,0este,fake_email@corporate.co
0033809891,8,33,S02,10,0.01,5,1,Bronze,1,Sul,fake_email@corporate.co
0033811411,6,70,L01,02,18000,3,0,Ouro,1,Leste,fake_email@corporate.co
0033811926,,57,L01,16,0.01,9,0,Bronze,0,Leste,fake_email@corporate.co
0033812779,9,47,L01,03,954.63,9,0,Prata,1,Leste,fake_email@corporate.co
0033814950,12,40,L02,48,4842.13,9,1,Prata,1,Leste,fake_email@corporate.co
0033819536,6,60,S02,01,0.01,4,1,Bronze,1,Sul,fake_email@corporate.co
0033820712,9,62,L01,09,6000,2,0,Ouro,1,Leste,fake_email@corporate.co
0033821433,12,,N02,53,0.01,4,1,Bronze,1,Norte,fake_email@corporate.co
0033821999,8,46,L01,21,2500,6,0,Prata,1,Leste,fake_email@corporate.co
0033822022,12,52,L01,38,2500,6,0,Prata,1,Leste,fake_email@corporate.co
0033824297,,33,CO02,08,0.01,6,1,Bronze,0,Centro-0este,fake_email@corporate.co
0033824505,7,60,CO04,37,9200,8,1,Ouro,1,Centro-0este,fake_email@corporate.co
0033825609,3,40,L01,28,6000,1,0,Ouro,1,Leste,fake_email@corporate.co
